,execution_time_mean,execution_time_std,merge_time_mean,merge_time_std,fuzz_time_mean,fuzz_time_std,brute_force_time_mean,brute_force_time_std,afl_time_mean,afl_time_std
CS,0.8263941764831543,0.004283183350519746,0.8298365592956543,0.1265605854208425,1.6197729110717773,0.01470087863313562,7.201492595672607,0.03305446475102422,2110.8333333333335,791.379474223474
PRL,2.9225051403045654,2.20957612991333,4.584867358207703,3.878079056739807,17.81409502029419,15.098588705062866,710.431586265564,700.6172380447388,0,0
LDC,0.7587751150131226,0.1279388666152954,2.1639381647109985,1.4981926679611206,2.4850945472717285,0.14141416549682617,82.63098764419556,75.1587884426117,0,0
RDC,0.7482779026031494,0.1307508945465088,2.571230173110962,1.835517168045044,2.457540273666382,0.15246176719665527,83.1683702468872,75.71065211296082,0,0
